gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000051596.13	Otop1	15.0692668316988	6.38194559457064	1.2597033426581	5.06622899094965	4.05773753685927e-07	2.45014904537486e-06
ENSMUSG00000028059.16	Arhgef2	2608.67787685275	-0.484949232205741	0.0957281603186242	-5.06589942386465	4.06476500003486e-07	2.45367660354977e-06
ENSMUSG00000022257.4	Laptm4b	968.575159294568	-0.477559973032722	0.0942866382190005	-5.06498038378979	4.08442407193208e-07	2.46482489402105e-06
ENSMUSG00000001504.10	Irx2	227.465074862716	-0.772202510009085	0.152463421549426	-5.06483786183922	4.08748094602618e-07	2.46595068789845e-06
ENSMUSG00000024395.9	Lims2	108.097958391495	-1.02336385638448	0.202056825597023	-5.06473292035901	4.08973318847801e-07	2.46659053812082e-06
ENSMUSG00000035199.6	Arl6ip5	2762.87070509214	-0.587728535052751	0.11604732124371	-5.0645592569816	4.09346296329637e-07	2.46812088194791e-06
ENSMUSG00000052748.14	Swt1	268.798958643249	0.843240613288772	0.166527574564627	5.06366957840682	4.11262215643619e-07	2.47895067024091e-06
ENSMUSG00000056648.5	Hoxb8	162.739456207022	-0.87808796234004	0.173418876983419	-5.06339319925359	4.11859156408683e-07	2.48182610727899e-06
ENSMUSG00000025381.3	Cnpy2	1005.32110217228	-0.473955203189351	0.0936067169032214	-5.06326061707053	4.12145812221204e-07	2.48283066564805e-06
ENSMUSG00000034761.15	Map4k5	1927.97600597385	-0.489427865032255	0.0966837151474049	-5.06215409995435	4.14545731041885e-07	2.4965615614885e-06
ENSMUSG00000006931.15	P3h4	2289.97474238479	-0.487391126098325	0.0963100562844295	-5.06064625960686	4.17837792794735e-07	2.51565575132583e-06
ENSMUSG00000098894.1	Gm27234	9.87456987774534	6.73223577433332	1.3304902647005	5.05996620414863	4.19330795262404e-07	2.52391047721329e-06
ENSMUSG00000042272.17	Sestd1	897.775735820136	-0.543757449852527	0.107488863224511	-5.0587329100019	4.22051526145925e-07	2.53954783130654e-06
ENSMUSG00000098090.8	2700099C18Rik	122.649740303882	1.09987128218213	0.217516963183544	5.0564850947006	4.2705423099985e-07	2.5689030884818e-06
ENSMUSG00000022471.14	Xrcc6	541.30802294612	0.617144419944394	0.12207824557089	5.05531855457427	4.29672965481022e-07	2.58390491356528e-06
ENSMUSG00000028223.8	Decr1	618.587247607726	-0.604620360777471	0.119605838679436	-5.05510740489817	4.3014862265074e-07	2.58561323536781e-06
ENSMUSG00000043430.5	Psapl1	15.2220607918905	6.38705992722906	1.26349295183433	5.0550815641325	4.30206869056801e-07	2.58561323536781e-06
ENSMUSG00000024854.4	Pold4	192.532784313302	-0.793104264428275	0.15695390675606	-5.05310304674944	4.34689214565091e-07	2.61179449993696e-06
ENSMUSG00000050973.11	Gdpgp1	120.738812567878	0.967010282991668	0.191434946703569	5.05137802498023	4.38634000538657e-07	2.6347316242454e-06
ENSMUSG00000051495.7	Irf2bp2	1376.9400389986	-0.601121566146146	0.119097302466455	-5.04731470568325	4.48062970859586e-07	2.69058759321804e-06
ENSMUSG00000040018.9	Cox15	672.220374623095	0.574523207099796	0.113847785078701	5.04641532290365	4.50176269878324e-07	2.70249379646503e-06
ENSMUSG00000041870.16	Ankrd13a	2311.70264556226	0.435014915269333	0.0862237417409519	5.04518716638718	4.53077630829393e-07	2.71912260960789e-06
ENSMUSG00000039105.6	Atp6v1g1	1156.35836314992	-0.469133011530626	0.0930013345842907	-5.04436859565098	4.55021406861081e-07	2.72999655090363e-06
ENSMUSG00000036534.6	Slc38a7	558.528121307968	-0.597434654525997	0.118439616497248	-5.04421301076976	4.55391766977133e-07	2.73142688631112e-06
ENSMUSG00000085531.1	Slc36a3os	9.11612380464066	6.62758615749052	1.3139509919369	5.04401320761651	4.55867812442398e-07	2.73269847950918e-06
ENSMUSG00000109819.1	B930018H19Rik	9.11612380464066	6.62758615749052	1.3139509919369	5.04401320761651	4.55867812442398e-07	2.73269847950918e-06
ENSMUSG00000020255.8	Nopchap1	1112.42869165883	0.580071757607094	0.115008932627874	5.04371046972489	4.56590022158235e-07	2.736235341243e-06
ENSMUSG00000074156.6	Ces1h	9.05449458435318	6.61999695629151	1.31267815517871	5.04312266504524	4.57995438598019e-07	2.74386326585829e-06
ENSMUSG00000027774.16	Gfm1	1003.21707777314	0.533830451328188	0.105966250684678	5.03774029824549	4.71059984054605e-07	2.82131672741501e-06
ENSMUSG00000031168.14	Ebp	521.71999487622	0.58579354226433	0.116349465287172	5.03477640243971	4.78406921784712e-07	2.86449085161173e-06
ENSMUSG00000096956.2	Snhg18	466.268922564295	-0.708495661518785	0.140786031949182	-5.03242865580956	4.84304864344419e-07	2.89896656653127e-06
ENSMUSG00000021806.4	Nid2	1528.1343326503	-0.827276622081698	0.164458215563235	-5.03031496023746	4.89674770688407e-07	2.93026252630221e-06
ENSMUSG00000042046.15	Dstyk	823.20435091436	-0.518496193087909	0.10308200226173	-5.02993909423125	4.90635663732913e-07	2.93516404728543e-06
ENSMUSG00000044217.17	Aqp5	929.121735558775	-0.597806726260848	0.118854614283098	-5.0297309016286	4.91168685798151e-07	2.9375037929315e-06
ENSMUSG00000001588.12	Acap1	9.05146483581672	6.62470899414849	1.31718428516615	5.02944733607483	4.91895578779732e-07	2.94100132442567e-06
ENSMUSG00000020780.15	Srp68	1885.80020505089	0.47481232785337	0.0944108137771581	5.02921549828063	4.92490643380293e-07	2.94370887303745e-06
ENSMUSG00000037851.13	Iars1	4305.78149087747	0.466557527874539	0.0927886245146233	5.02817592474399	4.95167492998926e-07	2.95885448544595e-06
ENSMUSG00000029098.17	Acox3	668.527094212361	-0.569758258202528	0.113350549810975	-5.02651517043954	4.99472988657994e-07	2.98372045951856e-06
ENSMUSG00000031748.16	Gnao1	255.612563855538	-0.816221750740898	0.162407122265563	-5.02577559010151	5.01401944229996e-07	2.99437935476534e-06
ENSMUSG00000027344.14	Fsip1	21.2741270762922	2.60483154473321	0.518366610336746	5.02507586868111	5.03233553247912e-07	3.004450913954e-06
ENSMUSG00000029370.10	Rassf6	62.8416377227659	1.38094596777853	0.274843710039136	5.02447724774888	5.04805638810812e-07	3.01296768101067e-06
ENSMUSG00000020483.14	Dynll2	2280.50720821601	-0.532656540890583	0.106037194155164	-5.0232990898566	5.07913536617855e-07	3.03064349796857e-06
ENSMUSG00000029672.16	Fam3c	1248.70601345721	-0.527795092946638	0.105103238743587	-5.02168248339391	5.12208075415426e-07	3.05538759453139e-06
ENSMUSG00000039201.10	Tbc1d25	210.4088182348	0.814341025431701	0.16221344929313	5.020181920675	5.16225662809206e-07	3.07846585839463e-06
ENSMUSG00000046785.8	Epm2aip1	1583.42736421289	-0.536794529969693	0.106960876739109	-5.01860630105906	5.20476906995255e-07	3.10292381851808e-06
ENSMUSG00000030254.16	Rad18	359.613973314128	0.647119805749022	0.12895208314672	5.01829664134032	5.21316372789817e-07	3.10703357338797e-06
ENSMUSG00000073399.9	Trim40	14.6657377359022	6.35091718256364	1.26581104624562	5.01727110171806	5.24105870950589e-07	3.12275976476863e-06
ENSMUSG00000026020.9	Nop58	2431.42221730175	0.635665194434873	0.126704607116675	5.01690671634004	5.25100471120278e-07	3.12778551128594e-06
ENSMUSG00000063296.5	Tmem117	107.845217172651	-1.11488909761738	0.222257456452733	-5.01620559962846	5.27019311326666e-07	3.13831206132067e-06
ENSMUSG00000042079.13	Hnrnpf	450.424156640975	0.626385894994473	0.124880902258566	5.01586618662909	5.27950655540531e-07	3.14295387375135e-06
ENSMUSG00000029376.8	Mthfd2l	178.314300411796	-0.893128003623349	0.178122226763783	-5.01413001538416	5.32739559260214e-07	3.17055093074387e-06
ENSMUSG00000006179.9	Prss16	13.8902281226839	3.97566558018694	0.792998972260721	5.01345615726703	5.34609531165487e-07	3.18076535946951e-06
ENSMUSG00000026773.19	Pfkfb3	749.678458055865	0.62204115027603	0.124081779735732	5.013154643662	5.35448286390003e-07	3.18484025286973e-06
ENSMUSG00000055850.12	Rnf181	1234.01736315719	-0.470593626923485	0.0938880031954559	-5.01228709640148	5.37868726559546e-07	3.1983179462959e-06
ENSMUSG00000022436.16	Sh3bp1	242.760101133621	0.916656529901891	0.182919134923356	5.01126648278746	5.40729725908529e-07	3.21256159488537e-06
ENSMUSG00000024665.8	Fads2	1532.95547839772	-0.463646999482162	0.0925189616977831	-5.01137270645864	5.40431275389598e-07	3.21256159488537e-06
ENSMUSG00000050587.14	Lrrc4c	85.3503624777729	-1.23670717164095	0.246784784948656	-5.01127803279384	5.40697266823503e-07	3.21256159488537e-06
ENSMUSG00000019772.5	Vip	55.799819164853	-1.4936289004217	0.298084004154382	-5.01076501793143	5.42140810018158e-07	3.22002083976064e-06
ENSMUSG00000027966.20	Col11a1	6984.49047073507	-0.568875718031633	0.113552449907106	-5.0098057637419	5.44849976722019e-07	3.2351834963193e-06
ENSMUSG00000025155.15	Dus1l	554.818105865469	0.597471665771279	0.119273096260299	5.00927438378367	5.46356335980047e-07	3.24319753325237e-06
ENSMUSG00000020978.10	Klhdc2	1165.30146183022	-0.514420869091112	0.10274213968858	-5.00691216525529	5.53101507462266e-07	3.28229590107839e-06
ENSMUSG00000027555.8	Car13	405.027773096282	-0.693830768517202	0.138612074799311	-5.00555791782037	5.57004612109985e-07	3.30451088164648e-06
ENSMUSG00000027424.11	Mgme1	122.17680309474	1.05523153366555	0.210890384027947	5.00369677133172	5.62412009679721e-07	3.33563501099156e-06
ENSMUSG00000027079.15	Clp1	193.964372287585	0.862669522253085	0.172450663525341	5.00241347071605	5.66169968515986e-07	3.3569613802098e-06
ENSMUSG00000038510.12	Rpf2	410.041428458373	0.840303014949006	0.167984428246919	5.00226731559817	5.6659949484073e-07	3.35854608926354e-06
ENSMUSG00000054693.14	Adam10	3880.07564139954	-0.467251060518341	0.0934180909768393	-5.00171921340359	5.68213078650447e-07	3.36714644001878e-06
ENSMUSG00000073514.4	Dok6	42.0395464976451	-1.70780872754879	0.341513265907588	-5.00070977626653	5.71196407971118e-07	3.38385645351865e-06
ENSMUSG00000027692.16	Tnik	152.468685899409	-0.867755800402605	0.173558246875089	-4.99979583814957	5.739105165217e-07	3.39896245535985e-06
ENSMUSG00000005656.9	Snx6	2196.37899128559	0.601959564190881	0.120418167383308	4.99890985946296	5.76553459741665e-07	3.41363846201165e-06
ENSMUSG00000050052.12	Tdrp	91.4846361709717	1.22272554536727	0.244610411166187	4.99866518165719	5.7728541778459e-07	3.41699481347533e-06
ENSMUSG00000039904.9	Gpr37	20.3009992168214	3.07275686105439	0.614747944398775	4.99840119686703	5.78076137641087e-07	3.42069696198767e-06
ENSMUSG00000031105.16	Slc25a14	168.687411276505	0.91027346963507	0.182147679271924	4.99744752869536	5.80941390629853e-07	3.43666928969629e-06
ENSMUSG00000009687.14	Fxyd5	1100.8035356993	0.470018152414205	0.0941060242837327	4.99455965748893	5.89701612252777e-07	3.48649919223657e-06
ENSMUSG00000040102.10	Klhl42	582.736856141875	0.565918293417331	0.113306546427693	4.99457720016621	5.89648014940415e-07	3.48649919223657e-06
ENSMUSG00000024073.16	Birc6	4575.40186887493	0.506889880649466	0.10149223071651	4.99437126439085	5.90277496883974e-07	3.48890745516887e-06
ENSMUSG00000030138.8	Bms1	1768.3332603883	0.533758116241783	0.106888117311276	4.99361509649748	5.92594429091365e-07	3.50132730593274e-06
ENSMUSG00000069581.12	Tspear	14.8781385045464	6.37901434694468	1.27744434801497	4.99357514623403	5.92717081984073e-07	3.50132730593274e-06
ENSMUSG00000109244.1	Gm44751	28.3960542434491	2.16702013236067	0.434039454045112	4.9926800712809	5.9547151199279e-07	3.51659481504672e-06
ENSMUSG00000028184.12	Adgrl2	2089.92263945684	-0.533549479216958	0.106867888358024	-4.99260804545407	5.95693693939176e-07	3.5169035284789e-06
ENSMUSG00000102278.1	Gm37145	32.9046950088456	2.38039156028788	0.476810722631275	4.992319692711	5.96583991797633e-07	3.52115541665788e-06
ENSMUSG00000038071.3	Npy6r	14.4475049298577	-3.61443061724765	0.724065880167838	-4.99185325016258	5.98026863452009e-07	3.52866534965597e-06
ENSMUSG00000027574.15	Nkain4	47.8473550562986	-1.55189285994084	0.310997367788226	-4.99005143026677	6.03632188323477e-07	3.56072461274085e-06
ENSMUSG00000064115.13	Cadm2	60.6987299747322	-1.34918431806078	0.270591657281883	-4.98605290204975	6.16252773884628e-07	3.6341356600108e-06
ENSMUSG00000053411.16	Cbx7	107.282371647581	1.02432257094564	0.20545940654791	4.98552287362312	6.17944677702951e-07	3.64307515914935e-06
ENSMUSG00000030549.6	Rhcg	8.70819528517207	6.57658579991619	1.31927083303901	4.98501568837589	6.19567855118605e-07	3.65160450828588e-06
ENSMUSG00000047284.14	Neurl4	682.671502344799	0.587979714515994	0.117974031038849	4.98397578974286	6.22908769824539e-07	3.67025010720129e-06
ENSMUSG00000030589.15	Rasgrp4	9.29917022288519	6.66962995959225	1.33843383552303	4.98316000580327	6.25541811297014e-07	3.68471541036907e-06
ENSMUSG00000028345.15	Tex10	981.486247739559	0.527695248388654	0.105921299534811	4.98195594942855	6.29447658890184e-07	3.7066677358088e-06
ENSMUSG00000000555.8	Itga5	4107.7789485271	-0.461834851547184	0.0927070141166003	-4.98166029774533	6.30410314010843e-07	3.71022550176584e-06
ENSMUSG00000034751.17	Mast4	1448.51378195121	0.499634041476345	0.100294128036006	4.98168787405951	6.30320464328365e-07	3.71022550176584e-06
ENSMUSG00000001761.7	Smo	1659.43460811091	-0.599030707163385	0.120273336296623	-4.98057778729968	6.33947140101673e-07	3.72998062904051e-06
ENSMUSG00000099583.2	H3c4	43.1279539583039	-1.75232511540685	0.351866421480421	-4.9800862157697	6.35559531159393e-07	3.73840486941412e-06
ENSMUSG00000026456.18	Cyb5r1	1652.06457662171	-0.429767706791749	0.0863049631082167	-4.97964069867996	6.37024274017848e-07	3.74595609315211e-06
ENSMUSG00000031458.8	Coprs	187.342888968755	-0.79286654448842	0.159251501269447	-4.97870687665872	6.40104998687181e-07	3.76193451670243e-06
ENSMUSG00000036676.14	Tmtc3	1981.0922952399	-0.70013500995862	0.140625515823652	-4.97871958625636	6.40062972878899e-07	3.76193451670243e-06
ENSMUSG00000070047.14	Fat1	12448.5048299396	-0.561847401856673	0.112877936230292	-4.97747762424005	6.44182260629363e-07	3.78482220061516e-06
ENSMUSG00000001555.10	Fkbp10	5189.22093235219	-0.447795576701763	0.0899722331518906	-4.97704192743329	6.45633406181402e-07	3.79227181457118e-06
ENSMUSG00000040380.14	Cbln3	24.70908393055	2.22832605457614	0.447757777815486	4.9766328246662	6.4699884430531e-07	3.79921392291507e-06
ENSMUSG00000041891.16	Lman1	3855.11519718817	-0.398105846687133	0.080014399716944	-4.97542752423886	6.51037901706539e-07	3.82184728514567e-06
ENSMUSG00000020186.7	Csrp2	321.301978484279	0.665804657177443	0.133845575070263	4.97442412143938	6.54418909244823e-07	3.84060589806028e-06
ENSMUSG00000039278.10	Pcsk1n	14.2524799500157	6.30883405022426	1.26880957262581	4.97224657374558	6.61814551831901e-07	3.88290799556931e-06
ENSMUSG00000062376.7	Borcs7	226.552029138718	-0.786229299461625	0.158132153276899	-4.97197618048549	6.62738495331842e-07	3.88722700903196e-06
ENSMUSG00000006705.13	Pknox1	541.451014923761	0.60999216839825	0.122721740187466	4.97053062861107	6.67699122770816e-07	3.91521363802638e-06
ENSMUSG00000072640.11	Lyrm9	120.809183597297	0.954692425377473	0.192206707183326	4.96700890082305	6.7993468535807e-07	3.98583065766828e-06
ENSMUSG00000048351.14	Coa7	164.09065714297	0.850603800561239	0.171272638679997	4.96637295435433	6.82167067702688e-07	3.99778486250791e-06
ENSMUSG00000059422.5	Gm8116	131.92906100865	1.00724070214452	0.202842621295132	4.96562653210344	6.84796266633588e-07	4.01205715342447e-06
ENSMUSG00000029366.10	Dck	418.213444857943	0.722702188686243	0.145551771919404	4.96525860974351	6.86095827009148e-07	4.01853353799161e-06
ENSMUSG00000027684.16	Mecom	974.637663028217	-0.585335894990554	0.117931339427682	-4.96336171395299	6.92833764139371e-07	4.05685037734677e-06
ENSMUSG00000052819.6	Best2	14.7906245147853	6.36178689656327	1.28188266846152	4.96284648594125	6.94674881370519e-07	4.06533089326784e-06
ENSMUSG00000078652.9	Psme3	2250.63549055389	0.445390636715038	0.0897445445213223	4.96287143793145	6.94585609337889e-07	4.06533089326784e-06
ENSMUSG00000029126.7	Nsg1	771.500677715713	-0.588171348670555	0.11854291591832	-4.96167437855019	6.98880870852148e-07	4.08878890496569e-06
ENSMUSG00000005102.13	Eif2ak4	727.86104895903	0.527154711501877	0.106249660249697	4.96147197330337	6.99609661793023e-07	4.08917251458384e-06
ENSMUSG00000031176.8	Dynlt3	2528.30406150248	-0.754038872319129	0.151977448575875	-4.96151816855033	6.99443264301879e-07	4.08917251458384e-06
ENSMUSG00000059173.19	Pde1a	342.03576489798	-0.772558753188301	0.155712278682301	-4.96145043747353	6.99687247918204e-07	4.08917251458384e-06
ENSMUSG00000061024.8	Rrs1	659.651404254478	0.559661115297239	0.112802227742	4.96143672425768	6.99736656198656e-07	4.08917251458384e-06
ENSMUSG00000021253.7	Tgfb3	1878.75090586637	-0.55194050319718	0.111259781669271	-4.96082676881272	7.01937709683709e-07	4.1008774069272e-06
ENSMUSG00000029910.14	Mad2l1	537.679215856954	0.655998046457343	0.132261026414773	4.95987415370662	7.05388617789978e-07	4.11987556423102e-06
ENSMUSG00000103280.1	Gm37277	16.7908218616087	3.34539196901895	0.674701716183036	4.95832734492615	7.11026877149454e-07	4.15163478987773e-06
ENSMUSG00000015714.11	Cers2	2510.80605019154	-0.417510346644775	0.084220094587076	-4.95737209381909	7.14530516168851e-07	4.1697398235633e-06
ENSMUSG00000031074.14	Fgf3	14.4139952635957	6.30669635786361	1.27217713958018	4.95740424949377	7.14412306558718e-07	4.1697398235633e-06
ENSMUSG00000009621.18	Vav2	683.023215391176	0.558811357134346	0.112758120780825	4.95584134663386	7.20179650904992e-07	4.2015215879601e-06
ENSMUSG00000002741.9	Ykt6	2648.86535721387	-0.439489748338384	0.0886925122908039	-4.95520689387387	7.2253365441583e-07	4.21406709291442e-06
ENSMUSG00000026725.17	Tnn	231.937545242208	-1.12925404311751	0.227902044950478	-4.95499741287051	7.23312516222977e-07	4.21742134459138e-06
ENSMUSG00000059401.14	Mamld1	141.958333464307	-0.930565469255594	0.187821731367628	-4.95451438169406	7.251115367291e-07	4.22672027562817e-06
ENSMUSG00000018189.12	Uchl5	613.358878944751	0.920291707360381	0.185756214362167	4.9542983556184	7.25917507227436e-07	4.23022705014096e-06
ENSMUSG00000037646.10	Vps13b	1075.2010883106	0.55926336152743	0.112915111768006	4.95295406230909	7.30952354149833e-07	4.25836835872429e-06
ENSMUSG00000021379.2	Id4	443.426771326129	0.764828329069957	0.154443048975039	4.9521706165848	7.33902130786168e-07	4.274350085859e-06
ENSMUSG00000040560.10	Wdr7	828.08218177874	-0.524275866237818	0.105890834118498	-4.95109770927976	7.37960381259838e-07	4.29677691468281e-06
ENSMUSG00000022783.11	Spag6l	8.62767063522974	6.55331636449583	1.32386056889747	4.95015601979409	7.4154011064285e-07	4.31640572277738e-06
ENSMUSG00000029863.13	Casp2	358.88799162976	0.644764963117676	0.130258941406773	4.94987105034274	7.42626683954468e-07	4.32151524632374e-06
ENSMUSG00000004865.16	Srpk1	1745.19883733712	0.555712909037957	0.112285968344368	4.94908595643626	7.45628144860327e-07	4.33776193661155e-06
ENSMUSG00000026853.15	Crat	833.358490393915	-0.55261026205313	0.111694305774186	-4.9475240319802	7.51634265893753e-07	4.37147447871166e-06
ENSMUSG00000030772.6	Dkk3	3202.64496056362	-0.582975984291618	0.117873083723767	-4.94579394951446	7.58341412545769e-07	4.40924407255193e-06
ENSMUSG00000030095.10	Tmem43	4023.42747145838	0.478270846503932	0.0967061811087843	4.9456078300303	7.59066381947209e-07	4.41221989326742e-06
ENSMUSG00000018398.18	Septin8	2426.79685747912	-0.42911420614305	0.0867722873069088	-4.94529093862994	7.60302268226293e-07	4.41816301235712e-06
ENSMUSG00000047777.9	Phf13	579.082906488643	0.62106899927407	0.125628657096483	4.94368891324762	7.66579945753552e-07	4.45339273004568e-06
ENSMUSG00000024588.9	Fech	1066.72840865843	-0.465692297140044	0.0942111799914399	-4.94306829807627	7.69025274281071e-07	4.46610783312275e-06
ENSMUSG00000038301.15	Snx10	397.126111470587	-0.691102879954538	0.139813782515087	-4.9430239817735	7.69200175133224e-07	4.46610783312275e-06
ENSMUSG00000031441.15	Atp11a	4066.57634144247	0.407845295152886	0.0825111728622838	4.94290992364882	7.69650498651648e-07	4.46746934144432e-06
ENSMUSG00000023805.17	Synj2	737.397254569234	0.561067578576552	0.113549656166077	4.94116492749163	7.76571826057012e-07	4.50638077587724e-06
ENSMUSG00000019539.11	Rcn3	3288.12655088592	-0.759215687650113	0.153665743815457	-4.94069575169521	7.78442961361568e-07	4.5159727738854e-06
ENSMUSG00000040675.17	Mthfd1l	1010.65469153372	0.490287525036806	0.0992647938726808	4.93918846661445	7.84483646702867e-07	4.54974138501055e-06
ENSMUSG00000020681.14	Ace	54.7198791046873	1.65141423636496	0.334363354618188	4.93898094260577	7.85318860239868e-07	4.5533095484888e-06
ENSMUSG00000031398.13	Plxna3	972.11528084907	-0.663790411902954	0.134439273826188	-4.93747394649829	7.9140975264956e-07	4.5873398124036e-06
ENSMUSG00000005299.6	Letm1	1079.98676515301	0.44968434080565	0.0910901867954293	4.93669358495831	7.94581630485004e-07	4.60443593768452e-06
ENSMUSG00000006782.16	Cnp	249.104769686744	-0.727996188001316	0.147471129908464	-4.93653360120851	7.95233415380653e-07	4.6069231639978e-06
ENSMUSG00000000753.15	Serpinf1	5000.01098514717	-0.59934025416502	0.121425412623531	-4.93587166982269	7.97935647188997e-07	4.62128426445581e-06
ENSMUSG00000034674.18	Tdg	205.307637666963	0.788246887383211	0.159790968783591	4.93298772379779	8.09812466985638e-07	4.6887575536044e-06
ENSMUSG00000046230.11	Vps13a	1297.36229406956	0.61135800706619	0.123937644147439	4.93278705813468	8.10645164454841e-07	4.69226629168086e-06
ENSMUSG00000020185.16	E2f7	191.781430467998	0.81868890252966	0.165973183235042	4.93265771356737	8.1118233952767e-07	4.69406297061315e-06
ENSMUSG00000050555.9	Hyls1	167.154173667572	1.03453012685918	0.209773760649508	4.93164694981887	8.15391920530532e-07	4.71710379068236e-06
ENSMUSG00000026248.9	Mrpl44	247.847800600142	0.773333754328196	0.156837799945479	4.93078680392755	8.18990779051513e-07	4.7365996467134e-06
ENSMUSG00000041747.3	Utp15	634.117817112948	0.579246133513831	0.117497735902267	4.92984932063405	8.229306407456e-07	4.75805623821038e-06
ENSMUSG00000040268.17	Plekha1	1335.37881119894	0.553422881194967	0.1122799630215	4.92895496491206	8.26706264324831e-07	4.77855151221996e-06
ENSMUSG00000004347.17	Pde1c	70.1735435215139	-1.26708346719824	0.257184548384601	-4.92674803038092	8.36094601582982e-07	4.83012061349879e-06
ENSMUSG00000063060.6	Sox7	36.3963486974239	1.83662955658956	0.372783772649671	4.92679588367049	8.35889948122426e-07	4.83012061349879e-06
ENSMUSG00000009112.4	Bcl2l13	886.863086423084	0.468526132072295	0.0951115969243767	4.92606734849401	8.39010893987113e-07	4.84561565140604e-06
ENSMUSG00000022463.8	Srebf2	3493.97914892252	0.633441791279839	0.128610019562986	4.92529115097144	8.42348365545527e-07	4.86353384056537e-06
ENSMUSG00000071041.4	Impdh2-ps	509.36042895119	0.777895551974376	0.157955538954314	4.92477539644474	8.44573058124596e-07	4.8750188873734e-06
ENSMUSG00000045817.8	Zfp36l2	2912.17252680699	-0.58573484655864	0.118941530850244	-4.92456118877536	8.45498698981403e-07	4.8790012741054e-06
ENSMUSG00000032193.9	Ldlr	3004.34074326269	0.51361828631234	0.104328303971866	4.92309629082869	8.51855098688463e-07	4.91431122847059e-06
ENSMUSG00000079685.10	Ulbp1	447.954789236233	0.734060759993332	0.149112974152583	4.9228496994647	8.52929608963356e-07	4.91913902923725e-06
ENSMUSG00000017765.17	Slc12a4	1891.98876499084	-0.596294788934231	0.121129710621211	-4.92277894396135	8.53238163653907e-07	4.91954784107862e-06
ENSMUSG00000032044.4	Rpusd4	190.9149831886	0.918092052426507	0.186572247365551	4.92083932841142	8.61738536634374e-07	4.9671751517112e-06
ENSMUSG00000029403.14	Cdkl2	480.174589100513	0.847348721675995	0.172279110805931	4.91846468043661	8.72256514177213e-07	5.02640244625672e-06
ENSMUSG00000040310.12	Alx4	216.373904056404	-0.786610938249236	0.159963822825177	-4.91743023113992	8.76876935308011e-07	5.05162139825787e-06
ENSMUSG00000029500.16	Pgam5	952.78313533695	0.481304623462232	0.0978980532014676	4.91638605388546	8.81564703838942e-07	5.07721419164225e-06
ENSMUSG00000027189.16	Trim44	2492.37238569879	-0.517049603541843	0.105187433941671	-4.91550733929453	8.85528328231405e-07	5.09862332852903e-06
ENSMUSG00000047030.15	Spata2	447.217456438731	0.729243165012304	0.148364165279417	4.91522439828313	8.86808240617459e-07	5.10457279547853e-06
ENSMUSG00000012520.10	Phox2b	9.20004054155343	6.62605932665292	1.34824382397277	4.91458533600282	8.89705662422316e-07	5.1198269409173e-06
ENSMUSG00000055302.5	Mrfap1	2731.26555223791	0.532874369019673	0.108440139269643	4.9139956164631	8.92387456189821e-07	5.13383211664067e-06
ENSMUSG00000050271.12	Prag1	225.061942373278	0.959869202920525	0.195354760476799	4.91346717416964	8.94797198202351e-07	5.14626485290093e-06
ENSMUSG00000041817.14	Fam169a	32.8056213598388	1.89014446189017	0.384793796137483	4.91209702667566	9.01074407019208e-07	5.18092754191405e-06
ENSMUSG00000051457.7	Spn	13.7333567523888	4.72070910790636	0.961134728203004	4.91159976784158	9.03363023571149e-07	5.19264405023582e-06
ENSMUSG00000028617.10	Lrrc42	1298.65808871703	0.518578588611728	0.105592786567851	4.91111756273715	9.05587700561498e-07	5.20398662241045e-06
ENSMUSG00000021835.15	Bmp4	614.160684850728	-0.646468545739044	0.131656135097066	-4.91028044581761	9.09462314369957e-07	5.22480167780842e-06
ENSMUSG00000050382.14	Kif7	218.516957506371	0.868242957904803	0.1768549941462	4.90934939155325	9.13790468073716e-07	5.24821001627576e-06
ENSMUSG00000025081.13	Tdrd1	19.2542830564974	2.74380826411901	0.558935424350302	4.90898974118231	9.15467664327813e-07	5.25638423964532e-06
ENSMUSG00000024734.8	Zp1	8.28880050825707	6.50250684140375	1.32547394374837	4.90579756174986	9.30484570907515e-07	5.34112593821815e-06
ENSMUSG00000022774.13	Ncbp2	1028.32319246141	-0.608864149679429	0.124112629867097	-4.90573884649304	9.30762992915562e-07	5.34124291387835e-06
ENSMUSG00000093573.1	Gm20610	8.39280118074321	6.52862660383242	1.33083240112925	4.90567151678355	9.31082362541161e-07	5.34159474008855e-06
ENSMUSG00000029364.15	Wsb2	1564.58577675514	-0.73765188350571	0.15040123974677	-4.90455986099378	9.363706318965e-07	5.37044491815618e-06
ENSMUSG00000110685.1	Gm5373	8.82117597421916	6.58887761325471	1.34346270914307	4.9043993319751	9.3713667152438e-07	5.37334957448286e-06
ENSMUSG00000028718.16	Stil	246.160496882823	0.788541176294521	0.16082199394614	4.90319238647548	9.42915531789267e-07	5.40419070036746e-06
ENSMUSG00000054008.9	Ndst1	3517.56638164328	0.473820145670545	0.0966355317234314	4.90316695339978	9.4303767378749e-07	5.40419070036746e-06
ENSMUSG00000021224.15	Numb	761.766638626997	0.511368090579568	0.104351144015142	4.90045504920735	9.56149331782332e-07	5.4778120726716e-06
ENSMUSG00000031262.12	Cenpi	231.330864046044	0.727931215340392	0.148552759394679	4.90015276933634	9.5762163520085e-07	5.48472889513625e-06
